Date (YYYYMMDD)	start time (UTC)	latitude	longitude	Jesse Check	Bill add
20180315	1700	31.04	-108.68	x	
20180315	1700	30.96	-108.48	x	
20180315	1900	30.56	-107.31	x	
20180315	1900	32.18	-107.78	x	
20180315	1900	32.16	-109.84	x	
20180318	1700	33.24	-102.34	x	
20180318	2100	32.85	-102.6	x	
20180318	2030	30.7	-106.47	x	
20180318	2030	31.1	-108.04	x	
20180318	2000	36	-111.6	x	
20180323	1900	37.68	-106	x	
20180403	1530	33.27	-102.23	x	
20180403	1530	33	-101.8	x	
20180403	1530	38.6	-102.6	x	
20180403	1600	38.93	-101.27	x	
20180407	2100	39.87	-118.26	x	
20180412	1600	37.69	-117.66	x	
20180412	1500	37.75	-118.1	x	
20180412	1700	36.79	-117.87	x	
20180412	1600	36.67	-117.12	x	
20180412	1530	34.89	-117.82	x	
20180412	1530	34.83	-116.64	x	
20180412	1530	34.38	-116.35	x	
20180412	1530	34.28	-115.33	x	
20180412	1600	32.92	-115.95	x	
20180412	1830	33.02	-113.31	x	
20180412	1930	33.16	-112.05	x	
20180412	2100	32.73	-111.63	x	
20180412	1830	32.14	-109.82	x	
20180412	2200	31.79	-112.21	x	
20180412	1730	36.01	-111.42	x	
20180412	1730	35.38	-110.8	x	
20180412	1730	34.77	-110.41	x	
20180412	1800	38.5	-110.5	x	
20180412	2100	32.13	-115.61	x	
20180412	2000	31.1	-115.25	x	
20180412	1600	32.88	-106.26	x	
20180412	1830	31.49	-107.43	x	
20180412	1830	31.05	-108.67	x	
20180412	1730	31.19	-107.94	x	
20180412	1830	30.68	-107.98	x	
20180412	1930	30.17	-107.48	x	
20180412	2230	37.67	-105.98	x	
20180412	2100	33.7	-103.1		
20180413	1700	28.87	-111.81		x
20180413	1700	30.81	-112.85		x
20180413	1800	32.83	-106.34	x	
20180413	1800	33.52	-103.02	x	
20180413	1930	33.21	-103.03	x	
20180413	1600	32.67	-102.13	x	
20180413	1600	32.12	-107.74	x	
20180413	1600	31.67	-107.33	x	
20180413	1600	31.48	-107.42	x	
20180413	1600	31.15	-107.95	x	
20180413	1700	30.74	-108	x	
20180413	1700	31.15	-107.03	x	
20180413	1700	31.06	-107.44	x	
20180413	1700	30.52	-107.3	x	
20180415	2100	39.84	-118.4	x	
20180415	1900	39.62	-117.67	x	
20180415	1900	40.38	-119.77	x	
20180415	1900	40.66	-119.52	x	
20180415	1900	40.79	-119.21	x	
20180416	1700	38.09	-114.72	x	
20180416	1800	38.09	-115.27	x	
20180416	1800	37.54	-116.31	x	
20180416	1800	36.64	-116.54	x	
20180416	1700	40.16	-112.06	x	
20180416	1600	39.11	-112.39	x	
20180416	1600	39.19	-112.73	x	
20180416	1600	39.13	-113.04	x	
20180416	1700	38.79	-113.15	x	
20180416	1700	37.82	-113.64	x	
20180416	2200	35.67	-114.06	x	
20180417	1430	37.9	-106	x	
20180417	1730	37.5	-105.8	x	
					
20180417	1530	36.04	-108.35	x	
20180417	1530	35.53	-107.56	x	
20180417	1930	34.64	-105.92	x	
20180417	1930	32.73	-106.4	x	
20180419	2200	36.06	-111.32	x	
20180419	2200	32.17	-109.79	x	
20180419	2000	31.8	-112.37		x
20180419	1700	32.54	-114.51		x
20180419	1600	32.96	-115.74		x
20180419	1900	30.96	-112.79		x
20180419	1900	30.64	-112.36		x
20180420	1730	31.6	-107.88	x	
20180420	1730	31.13	-107.98	x	
20180420	1700	30.81	-106.62		x
20180426	1800	36	-102.15		x
20180427	1800	40.11	-115.92	x	
20180427	2000	40.79	-119.13	x	
20180427	2000	40.29	-119.77	x	
20180502	1900	31.1	-108.06	x	
20180502	2000	31.04	-108.4	x	
20180502	1930	30.69	-107.87	x	
20180502	2100	30.27	-107.58	x	
20180511	1700	30.88	-112.91		x
20180512	2030	32.17	-109.78	x	
20180512	2000	30.83	-112.73	x	
20180604	2230	39.75	-118.61	x	
20180609	1930	37.76	-107.59		x
20180609	2100	37.6	-107.9		
20180705	2130	40.95	-119.12	x	
20180728	2200	39.9	-119.6		
20180804	2100	41.15	-118.74	x	
20180804	2100	40.83	-119.14	x	
20180804	2100	39.87	-118.43	x	
20180823	1800	40.88	-119.233	x	
20180824	1700	40.93	-119.19	x	
20180825	1730	40.87	-119.18	x	
20180825	1900	41.67	-117.02	x	
20180825	1900	41.6	-116.86	x	
20180826	1730	40.96	-119.12	x	
20180830	1700	40.87	-119.18	x	
20180830	1900	41.68	-117		x
20180830	1900	41.59	-116.87		x
20180907	1730	40.85	-119.19		x
20180908	1830	40.78	-119.23		x
20180908	1830	41.6	-116.84		x
20180910	2200	40.81	-119.22		x
20180911	1730	40.85	-119.2		x
20180911	1900	41.73	-116.97		x
20180911	1900	41.59	-116.84		x
20180912	1700	40.82	-119.21		x
20180912	1700	41.74	-116.99		x
20180912	1700	41.62	-116.82		x
20180913	1900	40.78	-119.22		x
20180915	2100	40.83	-119.2		x
20180915	2300	39.94	-118.32		x
20180915	1730	40.08	-115.92		x
20180916	1900	40.84	-119.2		x
20180916	1900	41.76	-116.98		x
20180916	1900	41.66	-116.73		x
20180918	1900	40.81	-119.21		x
20180922	1800	40.79	-119.22		x
20180922	1800	41.68	-116.7		x
20180929	2100	40.78	-119.24		x
20180929	1800	35.6	-114.01	x	
20180930	1800	40.84	-119.17		x
20180930	2015	40.08	-115.91		x
20180930	1900	41.72	-117.03		x
20180930	1900	41.59	-116.87		x
20181013	1630	41.72	-117.01	x	
20181013	1630	41.61	-116.79		x
20181023	1800	41.62	-116.8	x	
20181102	2000	41.63	-116.76	x	
20181108	1545	36.7	-117.17		x
20181108	1730	35.29	-116.35		x
20181108	2030	35.5	-113.83		x
20181111	1830	33.93	-113.19		x
20181130	1630	30.81	-106.6	x	
20181130	1630	30.61	-106.15	x	
20181130	1630	30.41	-106.5	x	
20181130	1630	30.1	-106.05	x	
20181130	1630	29.47	-106.34	x	
20181201	1630	33.28	-102.1	x	
20181201	1630	32.92	-101.95	x	
20181201	1630	32.4	-101.24	x	
20190118	1730	30.92	-106.81	x	
20190128	1700	41.98	-102.88		x
20190128	1730	41.13	-102.78		x
20190128	1730	41.09	-102.41		x
20190206	1730	33.38	-104.63	x	
20190206	1730	33.15	-104.32	x	
20190206	1930	31.44	-108.08	x	
20190206	1930	31.06	-107.86	x	
20190206	1900	31.15	-107.28	x	
20190206	1900	31.05	-106.84	x	
20190206	1930	30.65	-106.49	x	
20190207	1630	33.75	-102.95	x	
20190207	1630	33.25	-102.95	x	
20190211	1800	32.83	-106.41	x	
20190211	1900	31.7	-107.51	x	
20190211	1900	31.13	-107.27	x	
20190211	2100	30.69	-106.34	x	
20190216	1730	32.85	-106.41	x	
20190216	1900	31.71	-107.45	x	
20190216	1900	31.14	-107.27	x	
20190219	1830	29.42	-105.92	x	
20190219	1800	28.88	-106.74	x	
20190219	1800	28.75	-105.77	x	
20190219	1800	28.15	-105.38	x	
20190219	1900	27.6	-105.02	x	
20190219	1900	27.17	-104.94	x	
20190219	2000	26.86	-103.98	x	
20190222	1700	31.31	-107.98	x	
20190222	1700	30.69	-107.91	x	
20190222	1700	30.51	-107.33	x	
20190222	2000	30.56	-106.5	x	
20190222	2000	30.06	-106.18	x	
20190222	2000	29.64	-106.04	x	
20190223	1700	33.15	-102.79	x	
20190223	1700	33.2	-102.32	x	
20190223	1700	33.25	-101.89	x	
20190223	1700	32.54	-101.91	x	
20190223	1630	33.61	-104.5	x	
20190223	1630	33.29	-104.6	x	
20190228	2030	40.15	-119.69	x	
20190228	2030	39.86	-118.53	x	
20190312	1830	29.67	-106.81	x	
20190312	1830	28.86	-106.84	x	
20190313	1700	35.32	-116.42	x	
20190313	1700	34.28	-115.38	x	
20190313	1600	35.52	-113.85	x	
20190313	1800	31.15	-108.1	x	
20190313	1800	31.12	-107.22	x	
20190313	2100	30.87	-107.12	x	
20190313	1730	30.59	-106.51	x	
20190313	1730	30.61	-106.12	x	
20190313	1800	32.2	-106	x	
20190313	1800	33.35	-104.56	x	
20190313	1800	33.14	-104.31	x	
20190313	1900	34.73	-103.53	x	
20190313	1900	32.93	-102.41	x	
20190313	1900	32.68	-101.81	x	
20190313	1900	32.2	-101.8	x	
20190403	1830	31.46	-107.31	x	
20190403	2030	31.32	-107.01	x	
20190403	2130	32.17	-109.78	x	
20190409	2130	37.69	-117.58	x	
20190409	2130	37.48	-117.91	x	
20190409	2100	35.72	-115.57	x	
20190410	1630	37.7	-117.56	x	
20190410	1600	32.16	-109.82	x	
20190410	1700	32.2	-107.73	x	
20190410	1700	31.92	-107.57	x	
20190410	1700	32.59	-106.69	x	
20190410	1700	32.79	-106.82	x	
20190410	1500	32.9	-106.42	x	
20190410	1600	33.31	-106.06	x	
20190410	1730	33.34	-104.62	x	
20190410	1730	33.13	-104.41	x	
20190410	1730	32.86	-104.35	x	
20190410	1830	30.56	-104.48	x	
20190410	1600	31.75	-107.87	x	
20190410	1600	31.54	-108.03	x	
20190410	1600	31.41	-107.28	x	
20190410	1600	31.22	-108.11	x	
20190410	1600	31.07	-107.83	x	
20190410	1700	30.66	-107.88	x	
20190410	1700	30.52	-107.29	x	
20190410	1700	30.36	-106.65	x	
20190410	1700	30.11	-107.67	x	
20190410	1730	29.16	-106.99	x	
20190410	1730	28.83	-106.97	x	
20190410	1730	28.84	-104.57	x	
20190411	1730	31.5	-107.16	x	
20190411	1800	30.92	-106.96	x	
20190411	1800	30.88	-105.99	x	
20190411	1830	30.51	-104.5	x	
20190417	1600	29.94	-205.92	x	
20190417	2000	29.41	-105.9	x	
20190417	2130	28.01	-103.92	x	
20190417	1730	30.55	-104.52	x	
20190426	1930	42.48	-118.45		x
20190427	1800	41.64	-116.75		x
20190427	2200	42.47	-118.47		x
20190428	1600	39.74	-118.49		x
20190430	1930	31.24	-107.04		x
20190507	2100	31.51	-107.3	x	
20190509	2200	42.4	-118.59	x	
20190509	2130	41.55	-116.8	x	
20190517	1800	31.03	-108.7	x	
20190517	1500	31.45	-107.39	x	
20190517	1700	31.18	-106.9	x	
20190517	1700	30.81	-106.98	x	
20190517	1700	30.63	-106.5	x	
20190518	2000	30.74	-107.55	x	
20190518	1830	30.54	-104.41	x	
20190520	1930	31.05	-108.69	x	
20190520	1930	31.21	-107.9	x	
20190520	1930	31.62	-107.33	x	
20190520	1930	30.89	-106.92	x	
20190520	1930	30.47	-106.43	x	
20190521	1730	34.82	-116.59	x	
20190521	1700	34.12	-102.88	x	
20190521	1700	33.64	-102.98	x	
20190521	1700	33.3	-101.79	x	
20190521	1700	33.02	-101.67	x	
20190521	1900	32.67	-102.13	x	
20190521	1900	32.53	-101.75	x	
20190521	1900	32.26	-101.94	x	
20190521	1830	31.21	-107.97	x	
20190521	2030	31.56	-107.57	x	
20190521	1930	31.23	-107	x	
20190522	1800	32.16	-109.78	x	
20190522	1700	31.56	-107.77	x	
20190522	1700	31.23	-107.95	x	
20190522	1800	31.25	-106.99	x	
20190522	1800	31.11	-106.8	x	
20190522	1900	30.73	-106.5	x	
20190523	1700	31.21	-107.95	x	
20190523	1830	31.45	-107.41	x	
20190526	1730	32.15	-109.77	x	
20190526	1800	31.56	-108.06	x	
20190526	1800	31.43	-107.96	x	
20190526	1800	31.2	-108	x	
20190526	1800	31.13	-108.47	x	
20190526	1800	30.96	-108.46	x	
20190526	1800	30.75	-107.95	x	
20190526	1800	30.43	-107.39	x	
20190526	1800	30.31	-106.82	x	
20190527	1600	31.2	-108.01	x	
20190527	1600	31.55	-107.53	x	
20190527	1600	31.44	-107.36	x	
20190527	1600	31.27	-107.01	x	
20190528	1700	33.76	-102.67	x	
20190606	1800	41.78	-116.95	x	
20190606	1800	41.66	-116.73	x	
20190606	2030	39.79	-118.52	x	
20190614	1830	31.46	-107.38	x	
20190614	1930	32.15	-109.79	x	
20190615	1900	31.56	-107.71	x	
20190615	1900	31.48	-107.4	x	
20190620	1900	41.59	-116.71		x
20190621	2200	31.63	-107.25	x	
20190623	1600	41.64	-116.72		x
20190626	1930	41.65	-116.78	x	
20190626	2200	39.84	-118.35	x	
20190626	2030	40.4	-119.05	x	
20190814	1930	41.63	-116.7		x
20190815	2030	41.65	-116.7	x	
20190824	1830	41.66	-116.74		x
20190824	1730	40.78	-119.24		x
20190825	1700	42.55	-118.4		x
20190830	1830	40.83	-119.2		x
20190830	1930	41.67	-116.72	x	
20190831	1900	40.81	-119.18	x	
20190901	1730	40.77	-119.25	x	
20190909	1730	31.88	-115.11	x	
20190915	1900	40.97	-119.09	x	
20190915	2030	41.47	-120.04	x	
20190916	1630	40.86	-119.04	x	
20190916	2000	39.78	-118.63	x	
20190928	1830	39.72	-118.69	x	
20190928	1830	39.74	-118.52	x	
20190928	1830	39.86	-118.42	x	
20191009	1600	39.71	-118.49	x	
20191009	1500	39.13	-118.94	x	
20191009	1800	41.6	-116.77	x	
20191009	1830	40.75	-114.48	x	
20191009	1700	34.83	-116.57	x	
20191017	2130	35.79	-115.25	x	
20191027	1630	36.58	-117	x	
20191027	1700	37.43	-120.94	x	
20191027	1700	37.85	-121.51	x	
20191028	1700	34.3	-115.44	x	
20191029	1800	39.83	-118.48	x	
20191029	1930	37.76	-117.61	x	
20191030	1730	35.21	-118.95	x	
20191125	1930	35.19	-117.4	x	
20191125	2000	35.23	-117.07	x	
20191125	2000	34.82	-117.98	x	
20191125	1900	34.64	-117.52	x	
20191125	1930	34.92	-116.85	x	
20191125	1930	34.83	-116.62	x	
20191125	1930	34.44	-116.64	x	
20191125	1930	34.53	-116.47	x	
20191126	1900	32.76	-102.58	x	
20191126	1900	32.25	-101.87	x	
20200110	1730	28.99	-104.65	x	
20200110	2000	27.96	-103.92	x	
20200110	1900	27.66	-104.8	x	
20200110	1900	27.05	-104.9	x	
20200110	1830	26.82	-103.87	x	
20200116	1800	40.17	-118	x	
20200116	1800	39.94	-118.25	x	
20200116	1800	39.81	-118.39	x	
20200116	1800	39.78	-118.58	x	
20200116	2100	39.04	-117.07	x	
20200116	2100	38.49	-115.58	x	
20200116	2100	38.91	-118.34	x	
20200116	2000	37.81	-117.53	x	
20200203	1600	37.84	-117.05	x	
20200203	2030	37.26	-115.8	x	
20200203	2030	34.47	-115.5	x	
20200204	1700	37.29	-115.8	x	
20200208	1900	39	-117.13	x	
20200208	1830	40.47	-119.69	x	
20200208	1830	40.54	-119.41	x	
20200208	2000	39.89	-118.28	x	
20200209	1700	39.74	-118.53	x	
20200209	1830	40.46	-119.75	x	
20200217	1900	40.9	-118.95	x	
20200217	2100	40.13	-118.06	x	
20200217	2100	39.9	-118.46	x	
20200217	2130	39	-117.09	x	
20200220	1730	30.77	-116.97		x
20200223	2000	30.99	-106.85	x	
20200224	1830	37.73	-105.98	x	
20200225	1900	31.34	-108.09	x	
20200225	2030	30.79	-106.65	x	
20200229	1830	39.8	-118.52	x	
20200229	1830	40.44	-117.25	x	
20200305	2030	39.06	-117.11	x	
20200313	2045	40.43	-117.37	x	
20200313	2045	39.65	-117.66	x	
20200313	2230	40.13	-119.89	x	
20200313	2230	40.67	-119.51	x	
20200314	1730	39.79	-118.53	x	
20200314	1730	39.06	-117.1	x	
20200315	2100	38.52	-115.65	x	
20200319	1630	37.45	-102.85		x
20200324	2100	39.79	-118.51	x	
20200327	1730	31.38	-107.91	x	
20200327	1830	31.56	-107.34	x	
20200327	2000	31.28	-106.97	x	
20200328	1445	32.45	-101.66	x	
20200328	1445	37.53	-101.62		x
20200330	2030	32.41	-101.78	x	
20200331	1930	39.8	-118.48	x	
20200413	1730	37.71	-117.59	x	
20200430	1900	39.77	-118.56	x	
20200506	1800	41.62	-116.76	x	
20200506	1930	40.89	-114	x	
20200511	2230	39.81	-118.51	x	
20200530	1530	39.77	-118.62	x	
20200530	1630	39.66	-115.75	x	
20200530	1530	37.83	-118.08	x	
20200603	1730	41.64	-116.72	x	
20200605	1945	40.64	-119.55	x	
20200605	1945	40.83	-119.15	x	
20200606	1900	39.8	-118.37	x	
20200606	1900	40.81	-119.17	x	
20200606	1900	40.59	-119.61	x	
20200609	1230	36.11	-101.58	x	
20200609	1230	33.52	-101.36	x	
20200609	1230	33.15	-101.65	x	
20200609	1230	32.91	-102.26	x	
20200609	1700	36.32	-102.78	x	
20200609	1800	36.74	-102.02	x	
20200616	2130	39.78	-118.63	x	
20200628	1700	39.85	-118.47	x	
20200628	2230	38.06	-117.6	x	
20200629	1630	31.28	-107.04		x
20200629	2030	32.79	-102.04		x
20200703	1645	40.81	-119.15	x	
20200704	2145	40.82	-119.15	x	
20200706	2045	40.85	-119.14		x
20200711	1730	40.82	-119.17	x	
20200712	1830	40.88	-119.12	x	
20200714	2100	38	-114		
20200730	1645	40.91	-119.14	x	
20200731	1745	40.87	-119.18	x	
20200801	1930	40.83	-119.21	x	
20200802	1700	40.9	-119.2		
20200802	1930	40.83	-119.18		x
20200812	1700	40.79	-119.15		x
20200813	1800	40.79	-119.14		x
20200819	2130	40.83	-119.11		x
20200907	1745	40.79	-119.18		x
20200907	2000	42.51	-118.44		x
20200908	1530	39.75	-118.5		x
20200908	1530	39.99	-115.95		x
20200908	1500	37.71	-114.8		x
20200913	2130	41.45	-120.03		x
20200922	1745	40.85	-119.17		x
20200923	1830	40.76	-119.23		x
20200924	1830	40.78	-119.2		x
20201012	1845	40.82	-119.08		x
20201014	1800	33.62	-104.5	x	
20201014	1700	34.09	-103.07	x	
20201014	1730	33.29	-102.87	x	
20201015	1430	32.73	-102.07	x	
20201015	1430	32.55	-101.83	x	
20201022	1945	31.28	-107.03		x
20201024	1715	40.77	-119.21		x
20201025	1630	40.98	-118.86	x	
20201025	1630	40.79	-119.24		x
20201025	1700	39.84	-118.49	x	
20201025	1545	37.74	-117.56		x
20201025	2100	41.49	-120.08		x
20201025	1730	34.63	-117.57		x
20201025	1730	34.44	-116.65		x
20201025	1900	37.72	-114.77		x
20201027	1645	31.87	-115.12	x	
20201030	1900	40.73	-119.28		x
20201109	1530	31.1	-108.04	x	
20201109	1800	30.81	-106.98	x	
20201109	1800	30.55	-107.27	x	
20201109	1800	30.54	-106.54	x	
20201109	1530	30.09	-107.56		x
20201114	1830	39.53	-103.82	x	
20201114	1830	39.75	-104.31		x
20201114	1830	39.98	-103.79		x
20201114	1830	40.44	-104.11		x
20201114	1830	40.98	-104.35		x
20201114	2000	37.63	-105.96		x
20201114	1530	38.01	-102.72	x	
20201114	1530	37.85	-103.64	x	
20201114	1730	34.67	-105.9	x	
20201114	1800	34.08	-103.09	x	
20201114	1600	32.65	-102.3	x	
20201114	1600	32.29	-101.84	x	
20201114	1530	31.69	-104.44	x	
20201117	1830	39.88	-118.34	x	
20201124	1700	31.7	-107.53	x	
20201124	1700	31.57	-107.66	x	
20201124	1630	31.07	-107.89	x	
20201124	1700	31.28	-107.04	x	
20201124	1800	30.94	-106.76	x	
20201124	1800	30.84	-106.68	x	
20201124	1800	30.74	-106.89	x	
20201124	1730	30.51	-107.29	x	
20201124	1730	30.34	-106.72	x	
20201124	1630	31.68	-104.41	x	
20201124	1900	31.43	-103.52	x	
20201124	1745	33.28	-102.39	x	
20201124	1745	32.88	-102.72	x	
20201124	1745	32.72	-102.15	x	
20201124	1745	32.3	-101.84	x	
20201124	1900	32.15	-106.19		x
20201202	1830	35.77	-115.28		x
20201211	1730	31.69	-104.46	x	
20201212	1930	37.76	-117.59	x	
20201213	1630	30.81	-106.69	x	
20201213	1630	29.28	-105.79	x	
20201213	1630	32.74	-102.83		x
20201213	1630	31.95	-103.75		x
20201215	1630	33.57	-102.88	x	
20201215	1630	33.02	-102.99	x	
20201215	1630	32.66	-102.02	x	
20201215	1615	30.8	-106.65		x
20201217	2000	34.63	-117.56		x
20201223	1430	39.48	-103.21	x	
20201223	1430	39.21	-102.67	x	
20201223	1530	38.54	-102.17	x	
20201223	1630	38.22	-103.01	x	
20201229	1830	29.45	-106.33	x	
20201229	1830	29.24	-106.72	x	
20201229	1830	28.91	-106.77	x	
20201229	1830	28.46	-106.83	x	
