Date (YYYYMMDD)	start time (UTC)	latitude	longitude	Jesse Check	Bill add
20130111	1900	37.05	-101.76	x	
20130127	1800	33.1	-102.5		
20130127	2100	30	-102.9		
20130129	1600	32.18	-107.41	x	
20130129	1800	30.68	-106.48	x	
20130129	1700	30.79	-105.95	x	
20130129	1700	28.89	-104.44	x	
20130129	1700	28.04	-104.48	x	
20130209	1800	34.02	-103.21	x	
20130209	1800	33.41	-104.43	x	
20130209	1515	32.91	-106.24	x	
20130209	1630	31.94	-104.99	x	
20130209	1630	31.46	-105.74	x	
20130209	1630	31.66	-107.37	x	
20130209	1630	31.19	-107.95	x	
20130209	1630	30.64	-107.93	x	
20130209	1630	30.56	-107.28	x	
20130209	1630	30.66	-106.5	x	
20130209	1630	30.9	-106.99	x	
20130209	1630	30.38	-106.75	x	
20130209	1800	29.28	-106.69	x	
20130209	1800	29.31	-105.71	x	
20130209	1800	28.61	-106.75	x	
20130220	1700	32.96	-106.43	x	
20130220	1700	31.74	-107.46	x	
20130220	1700	31.19	-107.95	x	
20130220	1700	31.22	-108.22	x	
20130220	1700	30.64	-107.93	x	
20130220	1700	30.56	-107.26	x	
20130220	1700	30.07	-107.58	x	
20130220	1700	30.31	-106.75	x	
20130220	1630	29.38	-107.8	x	
20130220	1630	29.44	-106.28	x	
20130220	1630	29.26	-106.7	x	
20130220	1830	28.62	-106.76	x	
20130220	2100	28.55	-105.61	x	
20130220	2100	28.1	-104.47	x	
20130220	2100	29.01	-104.64	x	
20130223	2000	34.92	-116.71	x	
20130223	1900	34.64	-117.93	x	
20130223	1900	34.61	-117.56	x	
20130224	1730	32.02	-107.77	x	
20130224	1730	31.15	-107.93	x	
20130224	1730	30.95	-108.47	x	
20130224	1730	30.62	-107.91	x	
20130224	1730	30.55	-107.23	x	
20130224	1700	30.68	-106.47	x	
20130224	1800	30.11	-107.53	x	
20130224	1800	30.37	-106.66	x	
20130224	1800	30.13	-106.21	x	
20130224	1800	29.25	-106.68	x	
20130224	1800	28.59	-106.72	x	
20130226	2200	32.88	-106.32	x	
20130304	1730	34.35	-103.26	x	
20130304	1730	33.98	-103.27	x	
20130304	2000	32.9	-106.26	x	
20130304	1800	31.47	-107.27	x	
20130304	1800	31.47	-107.27	x	
20130304	1800	31.21	-107.97	x	
20130304	1800	31.05	-107.9	x	
20130304	1900	30.64	-107.93	x	
20130304	1900	30.53	-107.27	x	
20130304	1900	30.55	-106.51	x	
20130306	1830	40.98	-118.8	x	
20130306	1830	40.63	-119.53	x	
20130306	1830	39.79	-118.58	x	
20130317	1800	35.91	-111.19	x	
20130317	1900	31.16	-107.92	x	
20130317	1900	30.51	-107.99	x	
20130317	2000	30.93	-106.98	x	
20130317	2000	32.18	-107.42	x	
20130320	2100	40.64	-119.51	x	
20130320	2300	39.7	-118.7		
20130321	1630	36.54	-104.59		x
20130322	1630	37.75	-117.55		x
20130323	1900	32.86	-106.23	x	
20130323	1900	32.44	-107.89	x	
20130323	1900	32.26	-107.42	x	
20130323	1900	31.96	-107.53	x	
20130323	1830	35.19	-103.37	x	
20130323	1830	34.84	-104.09	x	
20130323	1830	34.63	-103.43	x	
20130323	1830	34.28	-104.53	x	
20130323	1830	34.04	-103.28	x	
20130323	1900	31.63	-107.21	x	
20130323	1900	31.16	-107.95	x	
20130323	1900	30.86	-106.96	x	
20130324	1600	27.8	-102.8	x	
20130408	1630	34.3	-116.3	x	
20130408	1630	32.96	-115.92	x	
20130408	1630	31.89	-115.14		x
20130408	1630	31.85	-114.24		x
20130408	1900	35.83	-108.62	x	
20130408	1800	33.66	-106.81	x	
20130408	1730	33	-106.27	x	
20130408	1930	33.36	-104.41	x	
20130408	2000	31.52	-109.79	x	
20130408	1800	32.3	-108.12	x	
20130408	1630	31.12	-108.44	x	
20130408	1800	31.23	-107.93	x	
20130408	1830	31.59	-107.7	x	
20130408	1830	30.58	-107.25	x	
20130408	1830	30.85	-106.93	x	
20130408	1830	30.65	-106.5	x	
20130408	2130	28.91	-104.86	x	
20130409	1730	33.98	-103.15		x
20130409	1830	30.86	-107.02		x
20130409	1830	30.53	-107.28		x
20130409	1500	30.15	-107.58	x	
20130409	1500	29.4	-107.8	x	
20130409	1500	29.4	-106.5	x	
20130409	1530	29.28	-106.7	x	
20130409	1530	28.57	-106.7	x	
20130409	1530	28.88	-104.71	x	
20130414	1600	32.23	-107.4	x	
20130414	1700	32.81	-106.3	x	
20130414	1700	32.56	-106.31	x	
20130414	1700	32.42	-106.32	x	
20130414	1700	32.2	-106.36	x	
20130414	1700	32.04	-106.25	x	
20130414	1600	31.18	-107.94	x	
20130414	1600	30.51	-107.44	x	
20130415	1700	35.42	-110.79	x	
20130415	1700	35.88	-111.32	x	
20130415	1700	36.3	-109.7	x	
20130415	1600	35.77	-108.67	x	
20130415	2000	36.65	-108.77	x	
20130415	1830	32.95	-106.4	x	
20130415	1600	31.17	-107.94	x	
20130415	1600	35.21	-116.45	x	
20130416	1515	35.55	-111.07	x	
20130416	1515	35.28	-110.69	x	
20130416	1515	34.99	-110.19	x	
20130416	1515	36.55	-108.73	x	
20130416	1515	35.85	-108.61	x	
20130416	1715	31.2	-107.96	x	
20130417	1700	34	-103.31	x	
20130417	1730	32.96	-104.62	x	
20130417	1700	32.93	-106.37	x	
20130417	1700	32	-107.74	x	
20130417	1700	32.1	-108.55	x	
20130417	1600	31.59	-107.17	x	
20130417	1600	31.19	-107.87	x	
20130417	1600	31.04	-108.48	x	
20130417	1600	30.93	-106.9	x	
20130417	1600	30.62	-107.97	x	
20130417	1600	30.55	-107.32	x	
20130418	1900	27.78	-110.5		x
20130425	1900	31.16	-107.99	x	
20130430	1730	35.51	-110.98	x	
20130430	1730	36.82	-109.86	x	
20130430	1830	35.79	-108.67	x	
20130430	1800	36.77	-108.88	x	
20130501	1900	36.66	-108.7	x	
20130502	1630	32.27	-107.98	x	
20130502	1530	32.8	-106.27	x	
20130519	2030	34	-102.95		x
20130520	2030	32.2	-107.43	x	
20130520	2100	32.95	-106.32	x	
20130520	2030	31.55	-107.21	x	
20130520	1800	34.37	-102.98	x	
20130521	1800	39.78	-118.62	x	
20130521	1730	32.68	-102.44	x	
20130522	1830	35.52	-110.84	x	
20130523	1700	35.4	-110.87	x	
20130523	1700	36.6	-109.9	x	
20130523	1800	35.9	-108.54	x	
20130523	1800	36.55	-108.79	x	
20130529	2030	36.41	-108.53	x	
20130529	1900	31.55	-107.15	x	
20130530	1630	38.13	-104.3	x	
20130531	2030	37.82	-105.83	x	
20130531	1630	36.22	-108.68	x	
20130603	2030	31.58	-107.16	x	
20130609	1500	31.58	-107.07	x	
20130610	1800	34.5	-117.9		
20130610	1800	34.5	-116.9		
					
20130611	1800	38.21	-104.19	x	
20130619	1800	36.59	-109.85	x	
20130619	1730	36	-108.62	x	
20130620	1800	33.01	-101.72	x	
20130621	1800	33	-101.75	x	
20130624	1730	33.1	-107.6		
20130626	2015	39.83	-118.43		x
20130626	1630	31.51	-107.48	x	
20130626	1630	31.54	-107.29	x	
20130708	1900	39	-119.3		
20130708	1800	36.2	-115.4		
20130730	2030	39.84	-118.46	x	
20130731	2130	39.89	-118.4	x	
20130801	1830	39.75	-118.51	x	
20130905	1930	40.32	-120.13	x	
20130905	2200	39.87	-118.47	x	
20130917	2200	39.78	-118.56	x	
20130917	2200	40.27	-120.22	x	
20130917	1900	36.35	-117.4	x	
20130920	2000	40.28	-120.21	x	
20130920	2000	41.29	-120.05	x	
20130924	1930	39.77	-118.62	x	
20130925	1930	36.37	-117.45	x	
20130925	1830	35.26	-116.42	x	
20131010	1730	31.02	-106.85	x	
20131010	1730	30.57	-106.56	x	
20131027	2030	40.26	-120.21	x	
20131027	2030	39.84	-118.57	x	
20131116	1700	37.95	-104.11	x	
20131116	1700	37.75	-103.96	x	
20131116	1830	36.03	-102.46	x	
20131116	1830	35.71	-102.65	x	
20131116	1900	33.1	-102.85	x	
20131121	1700	41.87	-120.44		x
20131122	1700	41.83	-120.42		x
20131123	1700	41.88	-120.38		x
20140104	2000	37.81	-117.5	x	
20140110	1700	34.09	-103.06		X
20140110	1700	33.66	-102.62		X
20140110	1700	33.16	-102.45	x	
20140110	1730	32.88	-101.99	x	
20140118	1500	41.45	-103.45		x
20140118	1500	41.38	-103.03		x
20140118	1500	41.35	-102.72		x
20140118	1500	41.17	-102.47		x
20140118	1700	40.92	-103.4		x
20140118	1700	40.46	-102.93		x
20140118	1800	38.45	-102.96		x
20140118	1800	38.26	-102.35		x
20140118	1730	39.96	-101.93		x
20140118	1730	39.38	-101.94		x
20140118	1730	38.99	-101.85		x
20140118	1700	37.69	-101.52		x
20140118	1700	37.52	-101.22		x
20140119	1900	38.13	-104.45		x
20140119	1800	35.19	-101.77		x
20140119	1800	34.99	-102.28		x
20140120	1800	41.37	-103.47		x
20140120	1800	41.32	-103.17		x
20140120	1800	41.28	-102.8		x
20140120	1800	41.25	-102.5		x
20140120	1800	41.19	-102.2		x
20140120	1800	41.13	-101.98		x
20140120	1700	37.93	-103.09		x
20140122	2000	40.86	-119.16		x
20140123	1700	40.66	-119.55		x
20140123	2100	40.66	-119.34		x
20140123	2200	40.99	-118.81		x
20140124	1800	40.64	-119.58		x
20140126	2000	38.22	-104.76		x
20140219	1900	37.79	-117.55		x
20140220	1630	32.86	-102.87	x	
20140220	1630	32.96	-102.1		x
20140220	1830	34.68	-105.91	x	
20140221	1830	38.17	-104.62	x	
20140227	1730	34.3	-116.6		
20140228	1630	33.7	-102.56	x	
20140228	1800	38.19	-104.66	x	
20140228	1800	38.03	-104.03	x	
20140305	1700	31.96	-102.98	x	
20140305	1700	32.17	-102.58	x	
20140311	1700	38.53	-103.83	x	
20140311	1700	38.59	-103.22	x	
20140311	1700	38.5	-102.98		x
20140311	1700	38.71	-102.62		x
20140311	1700	38.59	-102.4		x
20140311	1700	38.09	-101.96		x
20140311	1600	33.46	-101.11	x	
20140311	1700	33.03	-101.43	x	
20140311	1700	32.77	-101.66		x
20140311	1700	32.62	-101.92		x
20140311	1700	34.9	-103.06		x
20140315	2200	36.15	-111.28		x
20140315	1730	36.82	-110.22		x
20140315	2000	36.82	-109.83		x
20140315	1730	38.54	-102.94		x
20140315	1730	38.6	-103.21		x
20140315	1800	38.82	-103.66		x
20140316	1800	33.77	-101.58		x
20140316	1800	33.15	-102.23	x	
20140316	1800	32.55	-101.91	x	
20140317	2000	38.47	-115.68	x	
20140317	2100	38.07	-103.94	x	
20140317	1730	40.7	-113.86	x	
20140318	1500	38.9	-103.45	x	
20140318	1500	38.78	-103.75	x	
20140318	1500	38.59	-103.14	x	
20140318	1600	38.16	104.24	x	
20140318	1600	37.96	-104.1	x	
20140318	1600	37.97	-103.92	x	
20140318	1730	37.34	-102.94	x	
20140318	1730	37.5	-102.68	x	
20140318	1600	34.67	-103.63	x	
20140318	1700	33.77	-102.91	x	
					
20140327	1530	36.15	-102.38	x	
20140327	1530	35.79	-101.98	x	
20140327	1530	35.69	-102.48	x	
20140327	1530	34.69	-102.38	x	
20140327	1730	32.53	-101.98	x	
20140327	1930	31.56	-107.63		x
20140330	1800	34.26	-116.19	x	
20140330	1800	34.47	-115.63	x	
20140330	1800	35.07	-115.92		x
20140330	1900	35.51	-110.94	x	
20140330	1900	36.08	-111.21	x	
20140330	1900	36.55	-109.63		x
20140330	2000	35.86	-108.67	x	
20140331	1530	38.1	-104.45	x	
20140331	1530	38.03	-104.1		x
20140331	1530	37.93	-102.67		x
20140331	1530	40.11	-103.18		x
20140331	1530	40.27	-102.92		x
20140331	1530	40.94	-103.11		x
20140331	1530	39.88	-101.12		x
20140401	2000	37.99	-104.18	x	
20140401	1800	37.66	-105.88	x	
20140401	1630	35.78	-108.68	x	
20140401	1700	36.03	-108.5		x
20140401	1730	36.53	-108.59		x
20140401	1700	36.54	-109.8	x	
20140401	1730	35.36	-110.83	x	
20140402	1800	38.11	-104.36	x	
20140402	2030	32.99	-106.33	x	
20140402	2030	32.32	-108.86	x	
20140403	1730	34.77	-103.35	x	
20140403	1830	34.67	-102.26	x	
20140403	1830	33.03	-102.8	x	
20140403	1830	32.83	-103.99	x	
20140403	1830	32.63	-104.33	x	
20140413	1700	32.74	-102.22	x	
20140422	1900	37.8	-117.53	x	
20140423	2030	31.56	-117.22	x	
20140424	1330	32.96	-102.11	x	
20140424	1330	32.94	-100.9	x	
20140424	1330	32.78	-99.16	x	
20140426	1700	31.52	-107.58	x	
20140426	1800	30.56	-107.29	x	
20140426	1900	30.28	-106.76	x	
20140426	2000	30.68	-106.32	x	
20140426	1800	32.98	-115.89		x
20140427	1500	38.13	-101.94	x	
20140427	1500	37.64	-101.59	x	
20140427	1500	37.32	-101.78	x	
20140427	1500	36.7	-101.98	x	
20140427	1500	34.75	-103.49	x	
20140427	1500	33.82	-102.95	x	
20140427	1500	33.51	-102.41	x	
20140427	1700	32.57	-101.73	x	
20140427	1700	32.49	-100.92	x	
20140427	1630	32.29	-102.99	x	
20140427	1600	31.92	-103.65	x	
20140427	1530	31.11	-103.64	x	
20140427	1500	31.56	-107.53	x	
20140427	2000	30.94	-106.95		x
20140428	1530	33.95	-102.85	x	
20140428	1530	32.66	-101.97	x	
20140429	1430	35.37	-102.07	x	
20140429	1630	33.46	-102.33		x
20140430	1830	35.91	-102.1	x	
20140430	1500	31.54	-107.56	x	
20140430	1530	32.21	-109.18	x	
20140430	1800	29.07	-111.87	x	
20140430	1800	28.72	-111.73	x	
20140501	1700	31.56	-107.62	x	
20140505	2100	31.5	-107.43	x	
20140507	1800	32.22	-108.54	x	
20140507	1730	31.54	-107.42	x	
20140508	2000	35	-102.31	x	
20140508	1730	33.2	-102.48	x	
20140508	2000	32.76	-102.21	x	
20140508	2000	32.07	-101.93	x	
20140511	1630	35.28	-116.18	x	
20140511	1600	33.02	-116	x	
20140511	1600	33.79	-115.28	x	
20140511	1630	31.65	-107.53	x	
20140511	1830	32.96	-106.31	x	
20140511	2030	34.85	-102.43		x
20140511	2030	35.03	-101.61		x
20140520	1900	36.9	-109.76	x	
20140520	2000	35.95	-108.54	x	
20140527	2200	39.89	-118.49	x	
20140610					
20140612	2000	41.06	-119.06	x	
20140612	2000	39.95	-118.61	x	
20140612	2000	39.78	-118.57	x	
20140612	2000	41.95	-117.78	x	
20140613	2000	32.99	-115.93	x	
20140617	1300	33.9	-114.22	x	
20140617	1700	36.14	-111.18	x	
20140617	1830	35.6	-113.99	x	
20140617	1730	36.82	-109.93	x	
20140720	2030	35.67	-114.04	x	
20141015	1730	39.7	-118.76	x	
20141025	2000	39.97	-118.59		x
20141025	2000	39.77	-118.6	x	
20141110	1800	38.87	-102.77		x
20141110	1800	38.82	-102.58		x
20141110	1900	38.62	-104.76		x
20141110	1900	38.54	-104.46		x
20141110	1900	38.64	-103.69		x
20141110	1900	38.52	-103.27		x
20141110	1900	38.41	-102.98		x
20141110	1900	38.36	-102.71		x
20141110	1900	38.36	-102.39		x
20141110	1900	38.18	-101.96		x
20141110	1900	37.72	-105.86		x
20241128	1800	40.14	-119.89		X
20241128	1830	40.44	-119.73		X
20241128	1900	40.73	-119.24		X
20241128	1930	40.93	-119.12		X
20241128	1930	40.95	-118.84		X
20241128	2000	41.1	-118.76		X
20241128	2100	39.97	-118.59		X
20241128	2100	39.82	-118.62		X
20141214	2000	32.34	-101.79	x	
20141214	2000	33.79	-102.59	x	
20141214	1900	34.09	-103.06	x	
20141217	1730	30.79	-106.63		x
20150221	2200	41.08	-118.77	x	
20150222	1830	40.79	-119.2	x	
20150222	1830	39.81	-118.6	x	
20150329	1530	38.13	-103.21	x	
20150329	1530	38.14	-103.06	x	
20150329	1530	38.14	-102.86	x	
20150329	1530	38.15	-102.67	x	
20150329	1530	38.18	-102.4	x	
20150331	1830	39.83	-118.49	x	
20150331	2100	40.5	-119.75	x	
20150331	2000	41.26	-117.56	x	
20150408	1530	35.95	-108.5	x	
20150408	1930	37.82	-105.98	x	
20150408	1730	36.69	-109.85	x	
20150414	1530	38.82	-118.2	x	
20150414	1530	38.43	-118.13	x	
20150414	1630	37.75	-117.55	x	
20150414	1630	38.13	-117.5	x	
20150414	1630	38.24	-117.36	x	
20150414	1730	37.97	-116.87	x	
20150414	1800	38.18	-116.57	x	
20150414	1930	38	-116.04	x	
20150414	2100	37.45	-115.49	x	
20150414	1730	37.81	-113.65	x	
20150414	1600	38.85	-113.18	x	
20150414	1600	39.14	-113.03	x	
20150414	1600	39.44	-113.44	x	
20150414	1600	40.07	-113.49	x	
20150415	1630	37.73	-105.98	x	
20150418	2000	33.11	-102.49	x	
20150419	1630	32.6	-101.98	x	
20150424	2030	33.21	-102.55	x	
20150424	2030	33.02	-102.01	x	
20150426	1730	29.23	-106.77	x	
20150509	1730	33	-102.48	x	
20150509	2000	32.94	-101.94	x	
20150512	2030	39.86	-118.44	x	
20150516	2030	33.95	-102.13	x	
20150516	2030	33.42	-102.3	x	
20150516	2030	32.96	-102.39	x	
20150618	1630	34.1	-116.7		
20150621		39.76	-118.63	x	
20150805	1900	39.92	-118.4		x
20151025	2000	40.27	-120.25		x
20151105	2030	31.3	-107		
20151105	2030	32.64	-101.63	x	
20151105	2130	33.03	-102.27	x	
20151116	1830	31.61	-107.32	x	
20151116	1700	34.25	-115.33		x
20151116	1700	33.69	-115.17		x
20151217	1800	32.64	-101.94	x	
20151220	2100	32.9	-106.29	x	
20151226	2130	27.17	-104.97	x	
20151226	1900	28.19	-105.37	x	
20151226	2130	26.8	-104.2	x	
20151226	1730	32.22	-115.66		x
20151226	1830	33.04	-115.97		x
20151226	1900	34.5	-115.88		x
20151226	1900	34.44	-115.47		x
20151226	1900	34.11	-115.04		x
20151226	1900	33.6	-114.72		x
20160111	1730	31.54	-107.6		x
20160119	2100	28.8	-107		
20160120	2100	28.8	-107		
20160121	2030	33.84	-102.44	x	
20160121	2030	34.04	-101.83	x	
20160121	2030	32.76	-102.15	x	
20160124	1800	31.72	-107.55	x	
20160124	1800	31.52	-107.17	x	
20160124	1800	31.14	-107.29	x	
20160124	1800	30.75	-106.95	x	
20160124	1800	30.81	-106.64	x	
20160201	1830	33.16	-116.03		x
20160201	1630	30.41	-106.74	x	
20160201	1830	29.32	-106.8	x	
20160201	1830	29.38	-105.97	x	
20160201	2000	28.86	-104.62	x	
20160201	2030	28.04	-104.51	x	
20160201	2100	27.11	-104.94	x	
20160201	2100	26.77	-103.77	x	
20160218	1930	31.21	-107.96	x	
20160218	2030	30.91	-107.2		x
20160222	1930	31.14	-107.91	x	
20160222	2100	31.64	-107.17	x	
20160222	2030	32.25	-109.23		x
20160222	2030	33.09	-112.05		x
20160302	2000	34.67	-102.2	x	
20160302	2200	36.4	-102.33	x	
20160312	1900	31.55	-107.52	x	
20160312	1730	31.43	-107.37	x	
20160312	1730	31.19	-108.06	x	
20160312	2000	30.89	-107.16	x	
20160312	1730	32.95	-106.3	x	
20160312	2000	32.51	-107.31	x	
20160312	2000	32.06	-108.12	x	
20160312	2000	31.85	-107.57	x	
20160322	1900	35.88	-111.15	x	
20160322	1800	35.09	-110.08	x	
20160322	1800	34.63	-110.33	x	
20160322	2130	32.12	-109.87	x	
20160322	1700	31.19	-107.97	x	
20160322	2000	32.95	-106.36	x	
20160323	1600	37.39	-101.89		x
20160323	1800	31.56	-107.5	x	
20160323	1800	31.42	-107.92	x	
20160323	1800	31.41	-107.33	x	
20160323	1800	31.02	-108.41	x	
20160323	1800	31.07	-107.91	x	
20160323	1800	30.88	-107.29	x	
20160323	1800	30.6	-107.95	x	
20160323	2000	32.77	-106.31	x	
20160323	1800	34.1	-102.89		x
20160323	1800	33.8	-102.95		x
20160328	2200	28.9	-107	x	
20160329	1630	31.09	-108.16	x	
20160331	2000	28.92	-104.6	x	
20160331	2000	28.05	-104.5	x	
20160331	1930	27.16	-104.9	x	
20160331	2000	26.75	-103.74	x	
20160410	2000	31.19	-107.93	x	
20160410	1930	29.38	-105.86	x	
20160414	1900	34.62	-117.51	x	
20160415	1730	31.49	-107.31	x	
20160415	2000	31.1	-108.07	x	
20160415	1730	34.39	-115.44	x	
20160415	1930	34.52	-115.88	x	
20160416	1630	31.5	-107.22	x	
20160424	2030	31.63	-107.42	x	
20160425	1730	31.16	-107.96	x	
20160425	2030	32.8	-106.9	x	
20160425	1700	34.4	-116.34	x	
20160425	1700	34.82	-116.52	x	
20160425	1630	32.96	-115.9	x	
20160425	2030	32.12	-115.61	x	
20160425	1900	33.16	-112.03	x	
20160425	1900	32.85	-112.88	x	
20160425	1900	32.89	-113.48	x	
20160426	1730	31.56	-107.52	x	
20160426	1800	31.17	-107.97	x	
20160426	1800	30.87	-107.06	x	
20160426	1800	30.46	-106.56	x	
20160426	1930	29.43	-107.79	x	
20160426	1930	29.24	-106.63	x	
20160428	1900	31.51	-107.31	x	
20160428	2130	31.29	-107.9	x	
20160506	1800	31.5	-107.35	x	
20160506	1730	31.13	-108.03	x	
20160506	1600	30.98	-108.54	x	
20160506	1730	30.62	-107.96	x	
20160506	1730	30.56	-107.31	x	
20160506	1730	30.72	-106.91	x	
20160507	1830	31.14	-107.95	x	
20160508	2030	31.44	-107.39	x	
20160508	2030	31.13	-108	x	
20160508	2030	31	-107	x	
20160509	1830	32.33	-101.63	x	
20160516	1600	31.48	-107.27	x	
20160522	1930	31.42	-107.49	x	
20160523	1900	31.46	-107.32	x	
20160524	2000	31.54	-107.25	x	
20160525	1930	31.19	-108.02	x	
20160525	2000	31.46	-107.31	x	
20160526	1730	31.52	-107.32	x	
20160526	1830	31.2	-107.94	x	
20160526	1900	30.65	-107.91	x	
20160526	1830	30.53	-107.3	x	
20160526	1830	30.76	-106.64	x	
20160526	1830	29.18	-106.68	x	
20160605	1600	28.1	-102.3		
20160605	1630	28	-102.1		
20160605	1630	27.9	-101.8		
20160615	1900	36.32	-117.4		x
20160615	2000	32.98	-115.92	x	
20160615					
20160623	2100	39.74	-118.62	x	
20160709	2130	39.87	-118.41	x	
20160710	1900	39.76	-118.61	x	
20160718	2000	39.81	-118.61	x	
20160728	1800	35.8	-103.2		
20160728	1800	34.1	-104.1		
20160728	1800	34	-104.7		
20160728	1800	35.8	-102.7		
20160815	1800	35.1	-117.9		
20160901	1930	40.87	-119.16	x	
20160911	1730	40.8	-119.21	x	
20161117	1800	32.9	-106.37	x	
20161117	1730	32.3	-107.48	x	
20161117	1730	31.56	-107.52	x	
20161117	1700	31.15	-107.97	x	
20161122	1900	32.63	-101.96	x	
20161216	1930	31.72	-107.56	x	
20161216	1930	31.15	-107.98	x	
20161216	1930	31.12	-107.21	x	
20161216	1930	31.02	-106.8	x	
20161216	1930	30.8	-106.58	x	
20161216	1930	37.65	-106		x
20161216	2030	35.4	-102.3		
20161217	1600	32.81	-106.28	x	
20161217	1630	31.55	-107.53	x	
20161217	1630	31.14	-107.23	x	
20161217	1700	30.8	-106.59	x	
20161217	1700	30.68	-106.87	x	
20161217	1700	30.56	-107.28	x	
20161217	1700	30.36	-106.68	x	
20170120	1900	32.83	-101.87	x	
20170121	1730	28.07	-103.88	x	
20170121	1730	27.6	-104.99	x	
20170121	1730	27.12	-105	x	
20170121	1730	27.04	-103.38	x	
20170121	1730	28.86	-103.89	x	
20170121	1730	26.49	-104.13	x	
20170124	1830	33.24	-102.53	x	
20170211	1930	30.97	-106.8	x	
20170211	1930	32.19	-109.81	x	
20170216	1800	39.9	-118.6	x	
20170216	1800	40.25	-118	x	
20170217	2000	31.3	-102.12	x	
20170223	1830	31.19	-107.88	x	
20170223	1800	31.14	-107.28	x	
20170223	1800	30.66	-107.86	x	
20170223	1800	30.6	-107.29	x	
20170223	1800	30.67	-106.35	x	
20170223	2000	32.99	-106.32		x
20170223	2000	34.09	-103.08		x
20170223	2000	31.94	-105.09		x
20170223	2000	31.96	-104.19		x
20170223	1830	33.28	-102.31	x	
20170223	1830	32.63	-102.11	x	
20170223	1830	32.25	-101.84	x	
20170223	1930	32.14	-109.83	x	
20170228	1730	31.18	-107.83	x	
20170228	1930	30.87	-107.33	x	
20170228	2100	32.85	-106.23	x	
20170304	2000	39.78	-118.67	x	
20170304	2000	40.92	-118.97	x	
20170305	2100	37.91	-113.53	x	
20170305	2100	37.91	-113.04		x
20170305	2100	38.62	-113.35		x
20170305	2100	38.41	-113.04		x
20170305	2100	39.47	-113.44		x
20170306	1530	38.32	-103.4	x	
20170306	1530	39.56	-103.41	x	
20170306	1530	39.82	-104.27	x	
20170306	1530	39.88	-103.63	x	
20170306	1530	39.97	-103.1	x	
20170306	1530	40.59	-103.66	x	
20170306	1530	40.45	-102.97	x	
20170307	1630	40.8	-102.9		
20170307	1630	40.51	-103.43	x	
20170307	1630	39.49	-103.46	x	
20170321	2200	33.7	-101.7		
20170323	1700	31.21	-107.9	x	
20170323	1730	31.72	-107.44	x	
20170323	1900	30.87	-107.19	x	
20170323	2000	30.54	-107.26	x	
20170323	2000	30.2	-107.57	x	
20170323	2000	30.34	-106.73	x	
20170330	2000	35.68	-117.28	x	
20170330	2000	35.88	-116.23	x	
20170330	2000	35.27	-116.35	x	
20170330	2000	34.83	-116.55	x	
20170331	1500	30.99	-108.49	x	
20170331	1500	30.11	-108.14	x	
20170331	1500	31.06	-107.89	x	
20170331	1600	30.62	-107.97	x	
20170331	1600	30.57	-107.29	x	
20170331	1600	30.5	-106.57		x
20170403	2000	34.47	-116.92	x	
20170404	1830	31.65	-107.27	x	
20170404	1900	30.53	-107.29	x	
20170424	1900	31.4	-107	x	
20170424	2000	31.19	-107.88	x	
20170425	1800	31.16	-107.93	x	
20170425	1930	30.54	-107.29	x	
20170429	1930	30.51	-107.29	x	
					
20170506	2000	32.17	-109.78	x	
20170506	2030	33.1	-113.37	x	
20170509	2100	30.55	-107.31	x	
20170515	1730	32.1	-109.9	x	
20170516	1700	31.17	-107.91	x	
20170516	1900	30.9	-107.15	x	
20170516	1900	30.55	-107.31	x	
20170516	1900	30.36	-106.74	x	
20170516	2000	29.1	-104.4	x	
20170526	1700	32.13	-109.79	x	
20170610	2000	31.1	-108	x	
20170610	2000	28.73	-111.8	x	
20170611	2200	36.5	-117.5	x	
20170611	2000	31.7	-107.1	x	
20170710	2100	39.6	-117.9		
20171020	1830	35.24	-117.11		x
20171020	2000	33.22	-115.95		x
20171105	1830	39.34	-117.46	x	
20171221	1730	33.05	-113.31	x	
20180110	1700	30.36	-106.66	x	
20180110	1700	29.49	-106.35	x	
20180110	1700	29.32	-106.28	x	
20180110	1700	29.21	-106.71	x	
20180120	1800	31	-108.46	x	
20180121	1630	33.28	-102.35	x	
20180121	1630	32.92	-102.54	x	
20180121	1630	32.69	-102.27	x	
20180121	1730	32.27	-101.87	x	
20180121	1730	31.9	-102.13	x	
20180121	1900	30.84	-106.66	x	
20180121	1630	30.73	-106.94	x	
20180206	1930	35.62	-116.24		x
20180210	1700	39.95	-115.97	x	
20180210	1700	39.66	-115.71	x	
20180210	1700	39.86	-118.31	x	
20180210	1700	40.9	-113.6	x	
20180218	1700	40.78	-119.22	x	
20180218	1700	40.4	-119.72	x	
20180218	1830	39.79	-118.4	x	
20180218	2200	37.82	-117.49	x	
20180219	1700	34.83	-116.53	x	
20180219	1700	34.41	-116.5	x	
20180219	1800	33.01	-115.96	x	
20180219	1830	32.57	-114.4	x	
20180219	1900	37.76	-117.6	x	
20180228	2030	30.74	-107	x	
20180228	2030	30.52	-107.31	x	
20180302	1830	37.77	-117.6	x	
20180302	1830	37.8	-118.04	x	
20180304	2030	37.85	-106.03	x	
20180304	1700	38.09	-104.22	x	
20180305	1700	39.8	-103.41	x	
20180305	1700	39.76	-104.59	x	
20180305	1700	40.72	-103.49		x
20180306	1700	41.27	-102.67		x
20180306	1700	41.16	-102.28		x
20180315	1800	31.54	-108.08	x	
20180315	1800	31.3	-107.98	x	
